1,88,9,6.804921e-01,0
2,90,19,5.078225e-01,0
3,87,11,6.327273e-01,0
4,87,11,6.327273e-01,0
5,87,11,6.327273e-01,0
6,87,11,6.327273e-01,0
7,87,11,6.327273e-01,0
8,87,11,6.327273e-01,0
9,87,11,6.327273e-01,0
10,87,11,6.327273e-01,0
11,87,11,6.327273e-01,0
12,85,9,6.729039e-01,0
13,87,11,6.327273e-01,0
14,87,11,6.327273e-01,0
15,85,4,8.223395e-01,0
16,85,4,8.223395e-01,0
17,6,7,1.573302e-01,0
18,95,13,6.141640e-01,0
19,92,14,5.887144e-01,0
20,1,4,5.164319e-02,0
21,1,4,5.164319e-02,0
22,1,3,6.769231e-02,0
23,3,3,1.788618e-01,0
24,1,3,6.769231e-02,0
25,1,3,6.769231e-02,0
26,1,3,6.769231e-02,0
27,1,3,6.769231e-02,0
28,1,1,1.788618e-01,0
29,1,1,1.788618e-01,1
30,1,4,5.164319e-02,1
31,1,0,1,0
32,1,0,1,0
33,1,0,1,0
34,1,0,1,0
35,1,0,1,0
36,1,0,1,1
37,89,17,5.327891e-01,0
38,89,9,6.829438e-01,0
39,22,0,1,1
40,22,0,1,1
41,22,0,1,1
42,87,9,6.780021e-01,0
43,87,9,6.780021e-01,0
44,87,9,6.780021e-01,36
45,87,9,6.780021e-01,0
46,87,9,6.780021e-01,0
47,87,9,6.780021e-01,0
48,87,9,6.780021e-01,0
49,87,9,6.780021e-01,0
50,87,9,6.780021e-01,0
51,87,9,6.780021e-01,0
52,87,9,6.780021e-01,0
53,87,9,6.780021e-01,0
54,87,9,6.780021e-01,0
55,87,9,6.780021e-01,0
56,87,9,6.780021e-01,0
57,87,9,6.780021e-01,0
58,87,9,6.780021e-01,0
59,87,9,6.780021e-01,0
60,87,9,6.780021e-01,0
61,87,9,6.780021e-01,0
62,87,9,6.780021e-01,1
63,87,9,6.780021e-01,1
64,87,9,6.780021e-01,1
65,87,9,6.780021e-01,1
66,87,9,6.780021e-01,1
67,87,9,6.780021e-01,1
68,87,9,6.780021e-01,1
69,87,9,6.780021e-01,1
70,87,9,6.780021e-01,1
71,87,9,6.780021e-01,1
72,87,9,6.780021e-01,1
73,87,9,6.780021e-01,1
74,87,9,6.780021e-01,1
75,87,9,6.780021e-01,3
76,87,9,6.780021e-01,3
77,87,9,6.780021e-01,1
78,87,9,6.780021e-01,1
79,87,9,6.780021e-01,1
80,87,9,6.780021e-01,1
81,87,9,6.780021e-01,1
82,87,9,6.780021e-01,1
83,87,9,6.780021e-01,1
84,87,9,6.780021e-01,1
85,87,9,6.780021e-01,1
86,87,9,6.780021e-01,1
87,87,9,6.780021e-01,1
88,87,9,6.780021e-01,1
89,87,9,6.780021e-01,1
90,87,9,6.780021e-01,2
91,87,8,7.031594e-01,1
92,87,8,7.031594e-01,1
93,87,8,7.031594e-01,1
94,87,8,7.031594e-01,1
95,87,8,7.031594e-01,1
96,87,8,7.031594e-01,1
97,87,8,7.031594e-01,1
98,87,9,6.780021e-01,1
99,87,9,6.780021e-01,3
100,87,9,6.780021e-01,3
101,87,9,6.780021e-01,1
102,87,9,6.780021e-01,1
103,87,9,6.780021e-01,1
104,87,9,6.780021e-01,1
105,87,9,6.780021e-01,1
106,87,8,7.031594e-01,1
107,87,9,6.780021e-01,1
108,87,9,6.780021e-01,1
109,87,9,6.780021e-01,1
110,86,6,7.574059e-01,1
111,87,9,6.780021e-01,1
112,87,9,6.780021e-01,1
113,87,9,6.780021e-01,1
114,87,9,6.780021e-01,1
